Unboxed Coworking,CITY,ADDRESS,POC,STATE,AREA,DAY PASS,CATEGORY AS PER PRICING,STATUS,AMENITIES,FLEXI DESK _MONTHLY,DD_MONTHLY,PC_MONTHLY,CATEGORY AS PER SAP,ALT NAME,avg_rating,review_count,seats_available,Offering
Unispace BC,bengaluru,"Metropolis Office Park Plot No: 128-P2, EPIP ZONE, Adjacent to Ginger Hotel, Whitefield Industrial Area, Bangalore 560066",Asma Banu,Karnataka,whitefield,0,standard,live,"[""Parking"",""Wifi"",""Stationary"",""Printer/Scanner"",""24*7 Access"",""Reception"",""Services(Courier Service/Meeting Room/Admin/HR/IT)"",""Power Backup""]",7500,0,9000,platinum,Unispace BC,4.5,270,47,"Flexi Desk, Private Cabin"
Unispace BC,bhubaneshwar,"Office No : 308 & 309 DLF Cyber City, Idco Info Park, Chandaka Industrial Estate, KIIT University, Patia, Bhubaneswar, Odisha - 751024.",Avinash,Odisha,patia,0,standard,live,"[""Parking"",""Wifi"",""Stationary"",""Smoking Room"",""Reception"",""F&B Cafe""]",5000,0,6000,gold,Unispace BC,3.9,85,6,"Flexi Desk, Private Cabin"
Quest Junction,lucknow,"B-1025,1st floor indira nagar Lucknow 226016 (Uttar Pradesh) India",Akshay,Uttar Pradesh,indira nagar,0,standard,not live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Reception"",""Power Backup""]",4000,4000,0,gold,Quest Junction,4.6,28,21,"Flexi Desk, Dedicated Desk"
Pounce That,sahibzada ajit singh nagar (mohali),"Plot No-613, Sector 82, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 140306, India",Rosi Khanna ,Punjab,jlpl industrial area,500,gold,live,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Locker/Storage"",""Common Area"",""Reception"",""Food"",""Power Backup""]",0,0,3500,standard,Pounce That-I,4.3,408,97,"Day Pass, Private Cabin"
Unispace BC-II,hyderabad,"Unispace Patrika Nagar Plot No. 47,48,49, Street No. 1, 2nd Avenue, Patrika Nagar, Sy No. 77/P, Madhapur (Village), Seri lingampalli (M), Hyderabad-500081",Avinash,Telangana,hitec city,0,standard,live,"[""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Reception"",""F&B Cafe"",""Power Backup""]",6000,0,6499,platinum,Unispace BC-II,4.4,376,52,"Flexi Desk, Private Cabin"
One co work Chennai,chennai,"Ispahani centre, 7th Floor, Nungambakkam High Rd, Thousand Lights, Chennai, Tamil Nadu 600006",Ms Kavitha ,Tamil Nadu,thousand lights,500,gold,not live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""F&B Cafe"",""Gaming Room"",""Food"",""Power Backup""]",0,0,7500,gold,SW Nungambakkam High Rd,4.7,434,92,"Day Pass, Private Cabin"
Worknest,noida,"B-24, Block B, Noida Sector 3, Noida, Uttar Pradesh 201301, India",anisha,Uttar Pradesh,noida sector 3,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup"",""24*7 Access""]",0,0,11000,standard,Worknest-I,4.4,296,43,Private Cabin
Kaizen Coworks,kozhikode,"first floor, KRS building, N0, 71/707c, Kannur Rd, Athanikkal, Kozhikode, Kerala 673005",Sudheesh,Kerala,west hill,350,silver,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Printer/Scanner"",""Power Backup""]",0,0,5500,standard,Kaizen Coworks-I,4.0,325,20,"Day Pass, Private Cabin"
Whizdom Club,delhi nct,"4th Floor, Tapasya One, Golf Course Rd, above Shoppers Stop, IILM Institute, Sector 53, Gurugram, Haryana 122022, India",Rajdeep Bose,Delhi (NCT),sector 53,0,standard,live,"[""Wifi"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Common Area"",""Reception"",""Power Backup""]",6000,0,0,gold,Whizdom Club-I,4.0,481,21,Flexi Desk
The Playce,mumbai,"Marathon Maxima, Lal Bahadur Shastri Marg, near Sonapur Signal, Moti Nagar, Mulund Colony, Mulund West, Mumbai, Maharashtra 400080, India","Tanushree , Riya",Maharashtra,mulund west,400,gold,live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Services(Courier/Admin)"",""Locker/Storage"",""Tea/Coffee"",""24*7 Access"",""Work Friendly Music"",""Meeting Room"",""Common Area"",""Reception"",""Services(HR/Admin/IT/Virtual Address)"",""Services(HR/Admin/IT)"",""Services(HR/Admin/IT/Meeting Room)"",""F&B Cafe"",""Gaming Room"",""Services(Courier Service/Meeting Room/Admin/HR/IT)"",""Services(Courier/Mail Handling/Admin/Meeting Room)"",""Food"",""Pets Friendly"",""Power Backup"",""Leased Line""]",0,0,0,gold,The Playce,3.9,142,59,Day Pass
SIlo Coworking,jaipur,"Lower Ground Floor (B1), Sankalp Tower Khatipura Road, Queens Rd, Turn, Vaishali Nagar, Jaipur, Rajasthan 302012, India",,Rajasthan,vaishali nagar,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,0,10000,gold,SIlo Coworking,4.7,30,65,"Flexi Desk, Private Cabin"
wework-WTC Tower,pune,"Tower -5, 1 Kharadi, opp, EON Free Zone MIDC, Knowledge Park Pune, Maharashtra 411014",Chetana,Maharashtra,kharadi,650,platinum,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup"",""F&B Cafe""]",0,0,21500,platinum+,wework-WTC Tower,3.8,83,39,"Day Pass, Private Cabin"
wework-Northgate Business Park,bengaluru,"TOWER-1, Venkatala Village Chowdeshwari Layout, Venkatala Bangalore, Karnataka 560064",Chetana,Karnataka,kodihalli,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",10500,0,0,platinum+,wework-Northgate Business Park,4.5,178,48,Flexi Desk
wework-Embassy One Pinnacle,bengaluru,"Hebbal, 8, Bellary Rd, Ganganagar, Bangalore, KA 560032",Chetana,Karnataka,hebbal,650,platinum,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup"",""F&B Cafe"",""Pets Friendly""]",0,0,23500,platinum,weworkEmbassy One Pinnacle,4.7,484,57,"Day Pass, Private Cabin"
Wave X,jaipur,"Airport Plaza, Airport Plaza, Tonk Rd, Chandrakala Colony, Mata colony, Jaipur, Rajasthan, India",Muskaan Saxena,Rajasthan,mata colony,800,platinum+,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,0,32000,platinum+,Wave X-I,4.0,22,81,"Day Pass, Flexi Desk, Private Cabin"
Stint Studio Coworking,nagpur,"Ground floor, Buty Chambers Near Sitabuldi Interchange Metro Station, Munje Square, opposite Fortune Mall, Sitabuldi, Nagpur, Maharashtra 440012, India",Geet Loney,Maharashtra,sitabuldi,350,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,6250,silver,Stint Studio Coworking,4.6,153,11,"Day Pass, Private Cabin"
Next 57 Coworking ,chandigarh,"SCO 198, Bridge Road, near Orra, Bridge Market, 17C, Sector 17, Chandigarh, 160017, India",Renu,Chandigarh (UT),sector 17,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,6000,gold,Next 57,4.7,72,58,"Day Pass, Flexi Desk, Private Cabin"
Next 57 Coworking ,sahibzada ajit singh nagar (mohali),"Plot no. F-88, 3rd Floor, Phase 7, Industrial Area, Sector 74, Sahibzada Ajit Singh Nagar, Punjab 160055, India",Renu,Punjab,sector 74,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,0,gold,Next 57,4.0,38,37,Day Pass
Onward Workspaces ,delhi nct,"B1/A5, Block E, Mohan Cooperative Industrial Estate, Badarpur, New Delhi, Delhi 110044, India",Srasthi singh ,Delhi (NCT),mohan cooperative industrial estate,300,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6000,0,7000,silver,Onward Coworks,4.7,375,53,"Day Pass, Flexi Desk, Private Cabin"
Onward Workspaces,delhi nct,"20, Okhla Phase III, Okhla Industrial Estate, New Delhi, Delhi 110020, India",Sarshti singh ,Delhi (NCT),okhla phase iii,350,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",0,0,11000,silver,Onward Coworks,3.8,93,41,"Day Pass, Private Cabin"
Incugus,lucknow,"Gate- 3, 3/13, near St Ann’s Convent School, Ratan Khand, Rajni Khand, Sharda Nagar, Lucknow, Uttar Pradesh 226025, India",Bhishm,Uttar Pradesh,rajni khand,350,silver,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4500,0,5500,silver,Incugus,4.0,286,92,"Day Pass, Flexi Desk, Private Cabin"
Space Jam,sahibzada ajit singh nagar (mohali),"Plot no. 1273, 3rd Floor, Sector 82, JLPL Industrial Area, Mohali, Punjab 160055",Prabh,Punjab,jlpl industrial area,599,platinum,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",8000,0,30000,platinum,Space Jam,4.4,463,46,"Day Pass, Flexi Desk, Private Cabin"
Work Studio,patna,"4th floor , Hardi Complex , Dak bnaglow Crossing, frazer road patna 800001",Dipti Agrawal ,Bihar,fraser road area,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio,4.3,231,97,"Day Pass, Flexi Desk, Private Cabin"
Black Swan,dubai,"2005, Citadel Tower, Business Bay, Dubai, UAE.",Amit Kumar ,UAE,fairley place,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",10128,0,253203,platinum+,Black Swan,3.6,456,88,"Flexi Desk, Private Cabin"
Myworx-I,noida,"A-62, Ground Floor, sector 2 , Noida, UP-201301		",Dewta nand Pandey,Uttar Pradesh,sector 2,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5500,0,12000,silver,Myworx-I,5.0,26,89,"Flexi Desk, Private Cabin"
Work Studio,lucknow,"Aarti Heights, 3/42, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh.",Dipti Agrawal ,Uttar Pradesh,vibhuti khand,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio,4.9,472,19,"Day Pass, Flexi Desk, Private Cabin"
BizzHub Aspire,bengaluru,"Plot 36, 1st Floor, 100 feet road Koramangala, Ejipura, Vekatappa Garden, Bangalore 560095",Nikith Narayan,Karnataka,indiranagar,0,standard,not live,"[""Parking"",""Wifi"",""Easy Accessibility"",""Power Socket"",""Printer/Scanner"",""Locker/Storage"",""Tea/Coffee"",""Power Backup""]",9000,10000,0,platinum+,BizzHub Aspire,4.4,193,24,"Flexi Desk, Dedicated Desk"
Work Studio,patna,"6th Floor, DS Business Centre, Saguna More, Patna",Dipti Agrawal ,Bihar,kaliket nagar,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio,3.5,456,88,"Day Pass, Flexi Desk, Private Cabin"
Work Studio-I,patna," The Hub, 2nd floor, near Regent cinema, Gandhi Maidan Rd, Patna, Bihar 800004",Dipti Agrawal ,Bihar,dujra diara,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio-I,4.7,55,40,"Day Pass, Flexi Desk, Private Cabin"
Work Studio,gurgaon,"Plot No . 3807, A block, Sushant Lok Phase 1 Near DCP Traffic office, Besides IVY Apartments Near M.G. Road Metro Station, Gurugram, Haryana 122008",Dipti,Haryana,sector 28,0,standard,not live,"[""Wifi"",""Easy Accessibility"",""Power Socket"",""Printer/Scanner"",""Services(Courier/Admin)"",""Locker/Storage"",""Tea/Coffee"",""Meeting Room"",""Reception"",""Services(HR/Admin/IT/Virtual Address)"",""Services(HR/Admin/IT/Meeting Room)"",""Power Backup""]",4000,0,0,gold,Work Studio,4.7,459,74,Flexi Desk
Work Studio-I,ranchi,"Work studio Co-working, 1st Floor JD Corporate, Main Road, Ranchi Jharkhand",Dipti Agrawal ,Jharkhand,hindpiri,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio-I,3.9,208,74,"Day Pass, Flexi Desk, Private Cabin"
Work Studio,guwahati,"Mezzanine Floor GS Road , behind SBI Dispur Branch, Guwahati, Assam 781006.",Dipti Agrawal ,Assam,sarumotoria,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio,4.0,231,29,"Day Pass, Flexi Desk, Private Cabin"
Workly,noida,"A-14/15, A Block, Sector 59, Noida, Uttar Pradesh 201309",Abhishek mishra,Uttar Pradesh,sector 59,800,platinum+,not live,"[""Wifi"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Food"",""Power Backup""]",4999,6999,6499,silver,Workly,4.0,163,40,"Day Pass, Flexi Desk, Dedicated Desk, Private Cabin"
Work Studio,indore,"Work studio Coworking, 4th Floor, Krishna business Centre, Vijay nagar, Indore",Dipti Agrawal ,Madhya Pradesh,malviya nagar,400,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,18000,gold,Work Studio,4.3,323,91,"Day Pass, Flexi Desk, Private Cabin"
Dotspace,thiruvananthapuram,"Ushasandya Building, Devaswom Board Jct, Pandits Colony Extension, Kowdiar, Thiruvananthapuram, Kerala 695003, India",ajay,Kerala,nanthancodu,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,5000,gold,Dotspace,4.3,277,27,"Flexi Desk, Private Cabin"
Dotspace The Cliff3,thiruvananthapuram,"DOTSPACE Cliff, Dot Space ,Cliff, 3, Market Rd, Kuravankonam, Thiruvananthapuram, Kerala 695003, India",Ajay,Kerala,kuravankonam,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,5000,gold,Dotspace The Cliff3,4.8,459,72,"Flexi Desk, Private Cabin"
Dotspace Business Park,thiruvananthapuram,"Laham Commercial Complex, near Al Uthuman School, Vadakkumbhagam, Kazhakkoottam, Kaniyapuram, Kerala 695582, India",Ajay,Kerala,vadakkumbhagam,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,5000,gold,Dotspace Business Park,4.8,154,89,"Flexi Desk, Private Cabin"
Dotspace I,kochi,"G-258, Main Avenue,  MIG Housing Society,  Panampilly Nagar,  Kochi, Kerala",Ajay,Kerala,ernakulam south,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",6500,0,6500,platinum,Dotspace I,3.6,325,7,"Flexi Desk, Private Cabin"
Dotspace II,kochi,"Total Tower  Near Devankulangara  Behind Changapuzha Park  Elamakara, Edappally,  Kochi",Ajay,Kerala,edappally,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,5000,gold,Dotspace II,4.6,333,89,"Flexi Desk, Private Cabin"
Dotspace,palakkad,"DPO Junction,  First Floor Ahamed Square  Near KSRTC Bus Stand,  KSRTC Link Rd, Palakkad",Ajay,Kerala,pudupalli theruvu,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,5000,gold,Dotspace,4.1,271,60,"Flexi Desk, Private Cabin"
CoKarma,hyderabad,"Office# 309, 5th Floor Liberty Plaza, 3-6-365 Himayatnagar, Hyderabad Telangana 500029",Tarun,Telangana,himayatnagar,0,standard,not live,"[""Stationary"",""Power Socket"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""Power Backup""]",0,4500,4500,gold,CoKarma,3.9,347,98,"Dedicated Desk, Private Cabin"
Magnet Cowork,gurgaon,"25-b, Institutional Area, Sector 32, Gurugram, Haryana 122001, India",Yuvraj,Haryana,sector 32,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,5500,gold,Magnet Cowork,4.0,242,69,"Day Pass, Flexi Desk, Private Cabin"
IndiQube Treya,bengaluru,"Plot No.19/4, 27, Marathahalli Panathur Junction, Outer Ring Rd Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103",Chirag Ghaghada,Karnataka,kodbisanhalli,0,standard,not live,"[""Wifi"",""Easy Accessibility"",""Stationary"",""Power Socket"",""Printer/Scanner"",""Smoking Room"",""Locker/Storage"",""Tea/Coffee"",""Common Area"",""Reception"",""F&B Cafe"",""Power Backup""]",6000,0,0,platinum,IndiQube Treya,3.7,238,78,Flexi Desk
Spartan Cowork,mumbai,"1 MINUTE WALK FROM LOWER OSHIWARA METRO STATION, CRYSTAL PLAZA, E-309, New Link Rd, opposite INFINITI MALL, Veera Desai Industrial Estate, Andheri West, Andheri, Mumbai, Maharashtra 400053, India",Priyanka,Maharashtra,andheri west,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5500,0,6000,standard,Spartan Cowork,4.9,21,66,"Flexi Desk, Private Cabin"
Desker Coworking,gurgaon,"6th Floor, Plot No.3, Vertas Building, Golf Course Rd, Parsvnath Exotica, Sector 53, Gurugram, Haryana 122003, India",Kamini,Haryana,sector 53,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4400,0,0,gold,Desker Coworking,4.5,212,74,"Day Pass, Flexi Desk"
Wekreate Space - Navarang Hub ,mysuru (mysore),"658, Vishwamanava Double Road, Saraswathipuram, Mysuru, Karnataka 570009, India",Shareen,Karnataka,saraswathipuram,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,0,25000,gold,Wekretae Space,4.7,18,84,"Flexi Desk, Private Cabin"
Flexispace,tiruchirappalli,"#9,2nd Floor,A3,NBA Tower, Thillainagar, 11th Cross W, West Thillai Nagar, Tennur, Tiruchirappalli, Tamil Nadu 620018, India",Anwar,Tamil Nadu,west thillai nagar,500,gold,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",5000,0,0,gold,Flexispace,4.0,40,18,"Day Pass, Flexi Desk"
Cowozo,mangalore,"G#16, Ground Floor, Divya Enclave, Near Canara College, MG Rd, behind Hotel Deepa Comforts, Tilak Nagar, Boloor, Kodailbail, Mangaluru, Karnataka 575003, India",,Karnataka,kodailbail,0,standard,live,"[""Parking"",""Wifi"",""Power Socket"",""Printer/Scanner"",""Tea/Coffee"",""Meeting Room"",""Common Area"",""Reception"",""Power Backup""]",4000,0,5000,silver,Cowozo,3.7,480,70,"Flexi Desk, Private Cabin"
